County,City,Date,Topic ,Guessed Participants,Actual Participants 
Berlin,Berlin,2022-01-17,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2022-01-17,"""Zur Verteidigung der Rechte des Gefangenen George Abdullah""",30,6
Berlin,Berlin,2022-01-17,"""Kundgebung zum Thema ""Atomkraft und Gas sind nicht grün"" aufgrund des geplanten EU- Vorhabens, diese als nachhaltig einzustufen.""",50,50
Berlin,Berlin,2022-01-17,Atomkraft und Gas sind nicht grün,20,
Berlin,Berlin,2022-01-17,"""Mahnwache für Frieden und Menschenrechte"" (vom 03.01. bis 28.03.2022 - jeweils Mo.)",10,3
Berlin,Berlin,2022-01-17,"""Einigkeit und Recht und Freiheit""",180,120
Berlin,Berlin,2022-01-17,"""Für ein solidarisches Miteinander - trotz Pandemie!""",30,100
Berlin,Berlin,2022-01-17,"""Menschenkette für Solidarität"" (vom 17.01. bis 28.02.2022 - jeweils Mo.)",30,70
Berlin,Berlin,2022-01-17,"""Geradedenken gegen Querdenken und Rechts""",70,50
Berlin,Berlin,2022-01-17,"""Lauf Demo...""",1000,800
Berlin,Berlin,2022-01-17,"""Solidarisch durch die Krise - gegen Verschwörungstheorien und rechte Ideologien""",50,
Berlin,Berlin,2022-01-17,"""Protest gegen Hartz 4 und das Bürgergeld - Montag ist der Tag des Widerstands"" (vom 03.01. bis 20.12.2022 - jeweils Mo.)",30,
Berlin,Berlin,2022-01-17,nicht angemeldet coronakritische Versammlung Berliner Allee,150,
Berlin,Berlin,2022-01-17,"""Mahnwache am Kanzleramt - Für die sofortige Stilllegung aller Atomanlagen"" (vom 10.01.2022 - 27.06.2022 - jeweils Mo.)",20,4
Berlin,Berlin,2022-01-17,"""Gemeinsinn leben. Demokratische Werte schützen."" (vom 10.01. bis 07.03.2022 - jeweils Mo.)",100,
Berlin,Berlin,2022-01-17,"""Tegel empört sich""",20,60
Berlin,Berlin,2022-01-17,"""Lichterkette für Solidarität in der Pandemie""",50,20
Berlin,Berlin,2022-01-17,"""Solidarität in der Pandemie""",50,150
Berlin,Berlin,2022-01-17,"""Demokratische Menschenrechte"" (vom 03.01. bis 04.04.2022 - jeweils Mo.)",400,960
Berlin,Berlin,2022-01-17,"""Kundgebung gegen rechtsoffene und verschwörungsideologische Spaziergänge""",20,12
Berlin,Berlin,2022-01-17,"""Kundgebung und Fahrraddemo in Solidarität mit den Beschäftigten im Gesundheitswesen, in Schulen und in der Pflege. Nur gemeinsam schaffen wir es aus der Krise.""",45,40
Berlin,Berlin,2022-01-17,"""Friedlicher Protest gegen 2G und die Einführung einer Impfpflicht"" (vom 13.12.2021 bis 17.01.2022 - jeweils Mo.)",120,40
Berlin,Berlin,2022-01-17,nicht angemeldet coronakritische Versammlung Eberswalder Str. (Captain Future),60,
Berlin,Berlin,2022-01-17,"""Mahnwache: Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt oder Flüge anbietet, muss die tätsächlichen Kosten zahlen."" (vom 01.11.2021 bis 31.01.2022 - jeweils Mo.)",40,5
Berlin,Berlin,2022-01-17,nicht angemeldet coronakritische Versammlung Pablo-Neruda-Str.,150,150
Berlin,Berlin,2022-01-17,nicht angemeldet coronakritische Versammlung Richardplatz,150,
Berlin,Berlin,2022-01-18,"""Warnstreik öffentliche Banken""",50,35
Berlin,Berlin,2022-01-18,"""Abour Zamani / Familiennachholung aus Afghanistan"" (vom 10.12.2021 bis 10.02.2022 - täglich)",30,
Berlin,Berlin,2022-01-18,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,4
Berlin,Berlin,2022-01-18,"""Bürgerinnen und Bürger äußern ihre Meinung zur Wahrung des Grundgesetzes, zum Schutz der Gesundheit und zur drohenden Spaltung der Gesellschaft.""",28,28
Berlin,Berlin,2022-01-18,"""Gegenprotest zu ""Menschen mit Schildern""! Coronaleugner:innen raus aus Steglitz! Wissenschaft statt Verschwörungsideologien!""",20,20
Berlin,Berlin,2022-01-18,"""Omas gegen Rechts""",5,5
Berlin,Berlin,2022-01-18,"""Menschen mit Schildern"" (vom 04.01. bis 27.12.2022 - jeweils Di.)",30,40
Berlin,Berlin,2022-01-18,"""Wir pfeifen auf Stuttgart 21"" (vom 04.01. bis 29.03.2022 - jeweils Di.)",5,3
Berlin,Berlin,2022-01-19,"""Abour Zamani / Familiennachholung aus Afghanistan"" (vom 10.12.2021 bis 10.02.2022 - täglich)",30,
Berlin,Berlin,2022-01-19,"""Menschenkette gegen fossiles Gas und den Bau einer neuen Gaspipeline""",40,
Berlin,Berlin,2022-01-19,"""Warnstreik im Rahmen der laufenden Tarifverhandlungen mit der AOK-Tarifgemeinschaft""",50,35
Berlin,Berlin,2022-01-19,"""Warnstreik im Zuge der bundesweiten Tarifverhandlung""",60,35
Berlin,Berlin,2022-01-19,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2022-01-19,"""Aufhebung der Drittelparität in der Schulkonferenz durch die Schulgesetzesänderung vom 16.09.2021""",25,
Berlin,Berlin,2022-01-19,"""Aufhebung der Drittelparität in der Schulkonferenz durch die Schulgesetzesänderung vom 16.09.2021""",20,15
Berlin,Berlin,2022-01-19,"""Aufhebung der Drittelparität in der Schulkonferenz durch die Schulgesetzesänderung vom 16.09.2021""",20,17
Berlin,Berlin,2022-01-19,"""Aufhebung der Drittelparität in der Schulkonferenz durch die Schulgesetzesänderung vom 16.09.2021""",25,10
Berlin,Berlin,2022-01-19,"""Antikriegsmahnwache - Kein Krieg und keine Kriegshetze gegen Russland! NATO-Hände weg von der Ukraine und an-deren Ländern, die in ihrem Fadenkreuz stehen!"" (vom 17.11.2021 bis 23.02.2022 - jeweils Mi.)",15,4
Berlin,Berlin,2022-01-19,"""Video-Aktion zur Aufklärung über die Tierindustrie""",18,6
Berlin,Berlin,2022-01-20,"""Abour Zamani / Familiennachholung aus Afghanistan"" (vom 10.12.2021 bis 10.02.2022 - täglich)",30,
Berlin,Berlin,2022-01-20,"""Frieden für Afrin und ganz Syrien!""",50,18
Berlin,Berlin,2022-01-20,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,1
Berlin,Berlin,2022-01-20,"""Jahrestag der türkischen Invasion in Afrin""",50,18
Berlin,Berlin,2022-01-20,"""Menschenrechtsverletzungen in Kasachstan""",30,
Berlin,Berlin,2022-01-20,"""Kundgebung Im Interesse des Friedens, der Demokratie und der Menschenrechte: PKK von der EU-Terrorliste streichen!""",40,12
Berlin,Berlin,2022-01-20,"""Solidaritätskundgebung mit den palästinensischen Gefangenen in israelischen Gefängnissen""",30,12
Berlin,Berlin,2022-01-20,"""Für die Menschenrechte in Nordkorea: Gegen die schwere Christenverfolgung Gegen Bomben und Raketen, für die atomare Abrüstung; dafür ""genug zum Essen für alle"" Auflösung der Konzentrationslager"" (vom 13.01. bis 14.04.2022 - jeweils Do.)",15,7
Berlin,Berlin,2022-01-20,"""Friedliche und freundliche Unterstützung des Nachbarschaftsdialogs. Entgegenwirken von Spaltung und Diskriminierung jeder Art, durch Förderung von friedlicher Kommunikation miteinander, Gleichberechtigung und fundiertem Verständnis für alle Mitmenschen."" (vom 06.01. bis 29.12.2022 - jeweils Do.)",19,4
Berlin,Berlin,2022-01-20,"""Menschen mit Schildern"" (vom 06.01. bis 30.12.2022 - jeweils Do.)",20,
Berlin,Berlin,2022-01-20,"""FREIHEIT FÜR JULIAN ASSANGE! Presse- und Meinungsfreiheit als Grundlage für Demokratie und Frieden.""",30,20
Berlin,Berlin,2022-01-21,"""Allianz, Drop The Genocid Games - Allianz, Speak up for Huma Rights""",10,
Berlin,Berlin,2022-01-21,"""BAN NUKLEAR WEAPONS - Greenpeace""",6,
Berlin,Berlin,2022-01-21,"""Abour Zamani / Familiennachholung aus Afghanistan"" (vom 10.12.2021 bis 10.02.2022 - täglich)",30,
Berlin,Berlin,2022-01-21,Artenschutz und Klimakrise,30,30
Berlin,Berlin,2022-01-21,"""Fridays for Future; Klimamahnwache für das Pariser Abkommen am Bundestag."" (vom 05.11.2021 bis 28.01.2022 - jeweils Fr.)",12,6
Berlin,Berlin,2022-01-21,"""Robert Habeck, Robert Habeck, Schläfst Du noch? Schläfst Du noch? Hörst Du nicht das Windrad, hörst Du nicht das Windrad? WUMM WUMM WUMM WUMM WUMM WUMM Mahnwache gegen Verharmlosung der Folgen des Windkraftausbaus für die Anwohner von Windindustriegebieten.""",15,
Berlin,Berlin,2022-01-21,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2022-01-21,"""Aktion zu den Landwirtschaftsforderungen von Fridays for Future Deutschland.""",50,12
Berlin,Berlin,2022-01-21,"""Demokratiemahnwache""",3,6
Berlin,Berlin,2022-01-21,"""Mahnwache für Toleranz, Respekt und Demokratie""",10,4
Berlin,Berlin,2022-01-21,„Gegen die Rodung und für Baumschutz und wie es städtepolitisch umgesetzt werden kann“.,30,40
Berlin,Berlin,2022-01-21,"""Stiller Spaziergang: ""Licht der Hoffnung"" immer Freitag: für - Einsicht - Beherztheit - Frieden""",30,19
Berlin,Berlin,2022-01-22,"""Abour Zamani / Familiennachholung aus Afghanistan"" (vom 10.12.2021 bis 10.02.2022 - täglich)",30,
Berlin,Berlin,2022-01-22,"„Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen""",6,
Berlin,Berlin,2022-01-22,"""Wir haben Agrarindustrie satt!""",50,35
Berlin,Berlin,2022-01-22,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2022-01-22,"""Krieg in Donbass stoppen. Minsker-Waffenstillstandabkommen einhalten. Politische Konfliktlösung durch OSZE und Normandie-Formats-Staaten.""",50,12
Berlin,Berlin,2022-01-22,"""Für Frieden, Abrüstung und den UN - Atomwaffenverbotsvertrag - keine bewaffneten Drohnen für die Bundeswehr""",20,
Berlin,Berlin,2022-01-22,"""Solidarität mit Mali""",300,150
Berlin,Berlin,2022-01-22,"""Wir, die FREIEN GEISTER, fahren für unsere Kinder und gegen die Spaltung unserer Gesellschaft. Wir lassen uns nicht spalten. Zusammenhalt und Gleichberechtigung für ALLE ! / Jung und Alt, groß und klein, KEINE G - Regeln, für ALLE. Wir sind Menschen aus der Mitte unserer Bevölkerung. Das ist für unsere Kinder, sie sollen nicht in Ketten leben, ohne Angst und ohne Tränen. Meinungsfreiheit und Diskurs um die Bevölkerung zu einen. Wir informieren die Bevölkerung über Daten, Zahlen und Fakten sowie die Entwicklungen und Auswirkungen der Coronamaßnahmen und decken Hintergründe im Zusammenhang mit dem Infektionsschutzgesetz auf. Ein klares Nein zur Impfpflicht.""",70,
Berlin,Berlin,2022-01-22,"""Auto-und Fahrradkorso vom Autokorso-Berlin, eine Informationsveranstaltung für alle Menschen. Wir leben Demokratie und Fordern unsere Grundrechte ein! Wir dulden keinen Gesundheitsfaschismus und keine Experimente an Menschen! Für Frieden,Freiheit und Selbstbestimmung! Offenes Mikrophon, jeder Mensch hat eine Stimme.""",200,90
Berlin,Berlin,2022-01-22,"""Trauermarsch für unsere am 17.01.2022 verstorbene Oma Aya, Preisträgerin der Republik und heldenhafte Verteidigerin der Demokratie und des Grundgesetzes""",100,180
Berlin,Berlin,2022-01-22,"""Freiheit für alle politischen Gefangenen im Iran. Aktueller Anlass, Lehrerin Zara wurde festgenommen, weil Sie Kindern die kurdische Muttersprache beigebracht hat""",25,25
Berlin,Berlin,2022-01-22,"""Sichere Bildung für Deutschland""",50,100
Berlin,Berlin,2022-01-22,"""Gegen Massentierhaltung""",4,7
Berlin,Berlin,2022-01-22,"""Video-Aktion zur Aufklärung über die Tierindustrie""",15,15
Berlin,Berlin,2022-01-22,"""Kein US-Krieg gegen Venezuela USA Unblock Venezuela USA Unblock Kuba Gegen Intervention und Blockade Solidarität mit Sandinistischen Revolution …"" (vom 20.11.2021 bis 12.02.2022 - jeweils Sa.)",50,
Berlin,Berlin,2022-01-22,"""Unterstütze die Ukraine""",30,30
Berlin,Berlin,2022-01-22,"""Freiheit für Ali Osman Köse""",10,10
Berlin,Berlin,2022-01-22,"""End Occupation Free Tamil Eelam""",40,20
Berlin,Berlin,2022-01-22,"""Heimat und Weltfrieden"" (vom 08.01. bis 31.12.2022 - jeweils Sa.)",20,13
Berlin,Berlin,2022-01-22,nicht angezeigter coronakritischer Aufzug,80,46
Berlin,Berlin,2022-01-22,"""Acht Jahre Selbstverwaltung: was wurde erreicht und was sind die Schwierigkeiten""",70,25
Berlin,Berlin,2022-01-23,"""Abour Zamani / Familiennachholung aus Afghanistan"" (vom 10.12.2021 bis 10.02.2022 - täglich)",30,
Berlin,Berlin,2022-01-23,"""Überwachung von Bürgern im öffentlichen Raum durch Evang. Kirche; Missbrauch von Jugendamt durch Ev. Kirche für Zwecke der Kirchenzucht; Bischof schweigt und schaut weg""",4,3
Berlin,Berlin,2022-01-23,"""Kirchlicher Dialog „Open Air“: In einer Zeit der gesellschaftlichen Spaltung und der existenziellen Krise vieler Menschen ein Zeichen setzen und Brücken bauen durch Reden, Dialog, Gesang und Lebensimpressionen.""",25,15
Berlin,Berlin,2022-01-23,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2022-01-23,"""Streichung der PKK aus der Terrorliste""",50,6
Berlin,Berlin,2022-01-23,"""Unterstützung der friedlichen, algerischen Revolution"" (vom 09.01. bis 10.07.2022 - jeweils So.)",10,6
Berlin,Berlin,2022-01-23,"""Lichterspaziergang"" (nicht angezeigter, coranakritischer Aufzug)",110,
Berlin,Berlin,2022-01-24,"""Wohnungsnot oder kann abgerissen werden!""",20,
Berlin,Berlin,2022-01-24,"""Abour Zamani / Familiennachholung aus Afghanistan"" (vom 10.12.2021 bis 10.02.2022 - täglich)",30,
Berlin,Berlin,2022-01-24,"""Essen retten, Leben retten - Aufstand der letzten Generation""",20,
Berlin,Berlin,2022-01-24,"""Essen retten, Leben retten - Aufstand der letzten Generation""",50,50
Berlin,Berlin,2022-01-24,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2022-01-24,"""Klimapolitik geht nur vegan!""",12,11
Berlin,Berlin,2022-01-24,"""Essen retten, Leben retten - Aufstand der letzten Generation""",12,
Berlin,Berlin,2022-01-24,"""Freiheit für die Gefangenen der Aktion Essen Retten Leben Retten""",12,
Berlin,Berlin,2022-01-24,"""Tag der bedrohten Anwält*innen""",30,30
Berlin,Berlin,2022-01-24,"""Mahnwache für Frieden und Menschenrechte"" (vom 03.01. bis 28.03.2022 - jeweils Mo.)",10,4
Berlin,Berlin,2022-01-24,"""Freiheit ist manchmal auch Einsicht in die Notwendigkeit, deshalb solidarisch durch die Krise. Für die kritische Vernunft und die Demokratie, mit Abstand gegen Rechts, Antisemiten und Verschwörungsprediger! Kurzfassung: Nu is jleich zappendusta!"" (vom 10.01. bis 28.03.2022 - jeweils Mo.)",200,
Berlin,Berlin,2022-01-24,"""Einigkeit und Recht und Freiheit""",200,
Berlin,Berlin,2022-01-24,"""Für eine solidarische Gesellschaft, auch in der Pandemie""",40,
Berlin,Berlin,2022-01-24,"""Geradedenken gegen Querdenken und Rechts""",70,
Berlin,Berlin,2022-01-24,"""Solidarisch gegen Corona - kein Platz für Nazis & rechte Hetze""",60,
Berlin,Berlin,2022-01-24,"""Keine verschwörungsideologischen Spaziergänge mit Nazis - Für ein solidarisches Lichtenberg""",100,
Berlin,Berlin,2022-01-24,"""Lauf Demo...""",1000,
Berlin,Berlin,2022-01-24,"""Kundgebung gegen verschwörungsideologische und rechtsoffene Spaziergänge""",20,
Berlin,Berlin,2022-01-24,"""Protest gegen Hartz 4 und das Bürgergeld - Montag ist der Tag des Widerstands"" (vom 03.01. bis 20.12.2022 - jeweils Mo.)",30,
Berlin,Berlin,2022-01-24,"""Mahnwache am Kanzleramt - Für die sofortige Stilllegung aller Atomanlagen"" (vom 10.01.2022 - 27.06.2022 - jeweils Mo.)",20,2
Berlin,Berlin,2022-01-24,"""Gemeinsinn leben. Demokratische Werte schützen."" (vom 10.01. bis 07.03.2022 - jeweils Mo.)",100,
Berlin,Berlin,2022-01-24,"""Solidarisch gegen Corona""",50,
Berlin,Berlin,2022-01-24,"""Solidarität in der Pandemie - Wir wollen zeigen, dass die ""Spaziergänger"" im Bezirk nicht die Mehrheit darstellen.""",50,
Berlin,Berlin,2022-01-24,"""Kundgebung für Solidarität in der Pandemie - Gegen ´Corona-Spaziergänge´ unter Beteiligung von Rechtsextremen""",50,
Berlin,Berlin,2022-01-24,"""Lichterkette für Solidarität in der Pandemie""",50,
Berlin,Berlin,2022-01-24,"""Menschenkette für Solidarität"" (vom 17.01. bis 28.02.2022 - jeweils Mo.)",30,
Berlin,Berlin,2022-01-24,"""Demokratische Menschenrechte"" (vom 03.01. bis 04.04.2022 - jeweils Mo.)",1200,
Berlin,Berlin,2022-01-24,"""Kundgebung und Fahrraddemo in Solidarität mit den Beschäftigten im Gesundheitswesen, in Schulen und in der Pflege. Nur gemeinsam schaffen wir es aus der Krise.""",45,30
Berlin,Berlin,2022-01-24,"""Friedlicher Lampion- und Lichterumzug vom Brandenburger Tor zum Berliner Dom für eine freie Impfentscheidung.""",250,
Berlin,Berlin,2022-01-24,"""Geradedenken für einen solidarischen Umgang mit der Pandemie & Abstand gegen rechte Verschwörungsideologien.""",50,
Berlin,Berlin,2022-01-24,"""Mahnwache: Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt oder Flüge anbietet, muss die tätsächlichen Kosten zahlen."" (vom 01.11.2021 bis 31.01.2022 - jeweils Mo.)",40,10
Berlin,Berlin,2022-01-25,"""Abour Zamani / Familiennachholung aus Afghanistan"" (vom 10.12.2021 bis 10.02.2022 - täglich)",30,4
Berlin,Berlin,2022-01-25,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2022-01-25,"""Stop Menschenrechtsverletzungen in Kasachstan""",7,4
Berlin,Berlin,2022-01-25,"""Gegen Rassismus und Victim-blaming an Schulen""",10,
Berlin,Berlin,2022-01-25,"""Bürgerinnen und Bürger äußern ihre Meinung zur Gefahr einer Aushebelung des Grundgesetzes sowie zur Spaltung der Gesellschaft durch die aktuelle Politik.""",35,30
Berlin,Berlin,2022-01-25,"""Gegenprotest zu ""Menschen mit Schilder""! Aufklärung und Solidarität statt Verschwörungsideologien!""",40,26
Berlin,Berlin,2022-01-25,"""Gegendemonstration zu den Coronaleugnern""",8,23
Berlin,Berlin,2022-01-25,"""Menschen mit Schildern"" (vom 04.01. bis 27.12.2022 - jeweils Di.)",30,40
Berlin,Berlin,2022-01-25,"""Wir pfeifen auf Stuttgart 21"" (vom 04.01. bis 29.03.2022 - jeweils Di.)",5,4
Berlin,Berlin,2022-01-26,"""Essen retten, Leben retten - Aufstand der letzten Generation""",12,
Berlin,Berlin,2022-01-26,"""Abour Zamani / Familiennachholung aus Afghanistan"" (vom 10.12.2021 bis 10.02.2022 - täglich)",30,
Berlin,Berlin,2022-01-26,"""Essen retten, Leben retten - Aufstand der letzten Generation""",13,13
Berlin,Berlin,2022-01-26,"""Stoppt die bundesweiten Krankenhausschließungen! Kliniken erhalten, Versorgung sichern!""",30,20
Berlin,Berlin,2022-01-26,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2022-01-26,"""Wegen Impfen (pro)""",100,
Berlin,Berlin,2022-01-26,"""Demokratiemahnwache""",2,
Berlin,Berlin,2022-01-26,"""Freiheit für die Gefangenen der Aktion ´Essen Retten Leben Retten!´""",20,
Berlin,Berlin,2022-01-26,"""Wir erwarten ein besseres Angebot vom Arbeitgeber""",70,53
Berlin,Berlin,2022-01-26,"""Lockdown für immer - keine patente für Medizin und außerirdische Technologien""",10,
