note,description,predicted label,score
122,Members of last generation staged a protest by blocking traffic around the a100 highway near dreieck charlottenburg and in the area of kurfurstendamm and joachimsthaler street in berlin - charlottenburg-wilmersdorf to call for climate protection.,Climate Change,0.9853320121765137
123,"During the night, around 100 people gathered spontaneously at the brandenburg gate in berlin - mitte for a pro-palestine demonstration. when police officers tried to disperse the demonstration, and arrest demonstrators, scuffles broke out. police officers used tear gas against a group of around 10 people who tried to intervene during an arrest around midnight. around 70 people were arrested at schadowstrasse. one officer was slightly injured to the arm.",Police Violence,0.8052893280982971
124,"Between 4 and 6 members of last generation blocked the road on hohenzollerndamm, at the corner of rudolstadter, in berlin - charlottenburg-wilmersdorf to call for climate protection. police forces intervened to clear the blockade.",Climate Change,0.9914965033531189
125,"At the call of vitsche (an association of young ukrainians in germany), around 150 people demonstrated in front of the russian house of science and culture in berlin - mitte for the closure of the russian house and in solidarity with ukraine. they denounced the place as a place of russian propaganda.",Solidarity,0.991631031036377
126,"50 to 60 last generation activists protested in berlin - charlottenburg-wilmersdorf (berlin) and blocked stadtautobahn a100 towards wedding at the height of goerdeler steg for climate reasons. 27 activists glued themselves onto the road, 3 onto a rental car. police prevented protesters from also blocking the left lane.",Climate Change,0.9947985410690308
127,About 40 last generation activists protested in 7 locations in berlin (berlin) and glued themselves onto the road to show their dissatisfaction with chancellor olaf scholz (spd) and for climate reasons. three of these protests occurred on stadtautobahn a100. the police dispersed the protest and removed the blockades.,Climate Change,0.9798041582107544
128,"25,000 (according to the organizers) or 10,000 (according to police) people, including israeli ambassador, political representatives such as the german president, spd leader, cdu secretary general, fdp secretary general , the greens leader and the left leader, as well as berlin's governing mayor (cdu), participated in a pro-israel protest at brandenburger tor in berlin - mitte (berlin), organized by a broad civil society alliance, including among others, all democratic parties of the bundestag, dgb and 'arbeitgeberverband' (employer's association), 'zentralrat der juden' (central council of jews), the evangelical and catholic churches and the muslim organization alhambra. the protesters showed their solidarity with israel, called for better protection of jewish life in germany, and demanded an end of the violence against jews.",Solidarity,0.949299693107605
129,"In the evening, about 800 (according to police) or more than 1,000 (according to people on site) people, including ahmad tamim, a relevant representative of the 'generation islam' (an initiative that is part of the islamist organization 'hizb ut-tahrir' which advocates the rule of a comprehensive caliphate based on the traditional islamic legal principles of sharia law) participated in a pro-palestine protest on alexanderplatz in berlin - mitte (berlin) under the title 'near-east-conflict' to show solidarity with palestine. in addition to 232 custodial interdictions, 175 administrative offenses and 25 criminal charges were filed for suspected rewarding and approval of criminal acts, suspected incitement to hatred and resistance to law enforcement officers. two police officers were injured.",Conflict,0.7405099868774414
130,"In the afternoon, about 300 people joined a prohibited pro-palestine demonstration at potsdamer platz in berlin - mitte under the title 'peace in the near east' which was then dispersed by the police who established the identity of numerous participants and charged a number of misdemeanors. during the dispersal, participants resisted and police officers were physically attacked which resulted in several criminal charges and the temporary arrest of about 100 people.",Police Violence,0.7193789482116699
131,"People, including israeli ambassador prosor, joined a commemorative event at bebelplatz in berlin - mitte under the slogan 'never again is now', during which candles were lit for the approximately 1,400 murdered israelis and approximately 200 who were kidnapped by hamas.",Conflict,0.7715942859649658
