event_date;year;month;day;mood;district;source;category;label;title;description;crowd_size_class;crowd_size
2023-11-26 00:00:00;2023;November;26;Peaceful;Friedrichshain-Kreuzberg;Die Tageszeitung;Human Rights;Migration;against a proposed legal restriction of asylum requirements;About 1,000 people gathered for a rally in berlin - friedrichshain-kreuzberg, protesting against a proposed legal restriction of asylum requirements.;6;1,000-2,500
2023-11-25 00:00:00;2023;November;25;Peaceful;Mitte;Suddeutsche Zeitung;War / Peace;Against War;Solidarity with Israel / No Support for Ukraine / Peace;About 10,000 people gathered for a rally in berlin - mitte, protesting against wars and violence. led by a controversial left-wing politician, they condemned the violence committed by hamas and supported the people of israel, but also protested against ongoing arms supplies to ukraine, calling for peace talks instead.;9;10,000-50,000
2023-11-25 00:00:00;2023;November;25;Peaceful;Charlottenburg-Wilmersdorf;Suddeutsche Zeitung;Environment;Climate Change;Last Generation;About 800 last generation activists gathered and blocked a street in berlin - charlottenburg-wilmersdorf, demanding immediate climate action.;5;500-1000
2023-11-25 00:00:00;2023;November;25;Peaceful;Mitte;Der Tagesspiegel;War / Peace;International;Solidarity with Palastine;About 3,200 people gathered for a pro-palestinian rally in berlin - mitte.;7;2,500-5,000
2023-11-25 00:00:00;2023;November;25;Peaceful;Treptow-Kopenick;Berliner Zeitung;Environment;Climate Change;Last Generation;About 31 last generation activists gathered and blocked a street in berlin - treptow-kopenick, demanding immediate climate action.;1;0-50
2023-11-24 00:00:00;2023;November;24;Peaceful;Mitte;Braunschweiger Zeitungsverlag;Economy;Labor Rights ;IGM / IGMCE / industrial workers;As part of a national day of strike called by igm and igbce, about 2,000 industrial workers gathered for a rally near the ministry of finance in berlin - mitte (berlin), demanding cheaper electricity tariffs in order to preserve local production and workplaces.;6;1,000-2,500
2023-11-22 00:00:00;2023;November;22;Peaceful;Mitte;Saarbruecker Zeitung;Economy;Labor Rights;Ver.di labor /higher salaries;Ver.di labor union representatives of state employees, including teachers, police officers, firefighters, and administration officials, gathered for a march in berlin - mitte (berlin), demanding higher salaries.;3;100-250
2023-11-20 00:00:00;2023;November;20;Peaceful;Mitte;Mitteldeutschen Zeitung;War / Peace;International;Solidarity with Israel;Around 75 people protested in berlin - mitte (berlin) on the occasion of international children's day, for the release of the children abducted by hamas.;2;50-100
2023-11-20 00:00:00;2023;November;20;Peaceful;Mitte;Mitteldeutschen Zeitung;Economy;Labor Rights ;Ver.di / GEW / an end to precarious science!!;1,400 people, including university employees, participated in a protest in front of the main building of humboldt-university in berlin - mitte (berlin) called for by ver.di and gew under the motto 'an end to precarious science' in the context of a nationwide university warning strike due to the ongoing collective bargaining for the public service of the federal states.;6;1,000-2,500
2023-11-19 00:00:00;2023;November;19;Peaceful;Charlottenburg-Wilmersdorf;Berliner Zeitung;War / Peace;International;Jüdisches Leben Berlin / Solidarity with Israel;500 people, including members of the jewish community, participated in a protest in berlin - charlottenburg-wilmersdorf (berlin) called for by the organization 'judisches leben berlin (jlb)' (jewish life berlin) against anti-semitism and for solidarity with israel.;5;500-1000
2023-11-18 00:00:00;2023;November;18;Violent;Mitte;Leipziger Volkszeitung;Human Rights;International;Verband der kurdinnen in deutschland / police violence;At the call of 'verband der kurdinnen in deutschland (yjk-e)' (association of kurdish women in germany), between around 4,000 (according to police) and 6,000 people (according to the organizers), including members of the kurdish and turkish communities, marched from oranienplatz in berlin - friedrichshain-kreuzberg to schlossplatz in berlin - mitte (berlin) against the ban on the kurdistan workers' party (pkk) and the politics of turkiye's president erdogan. one demonstrator hit a police officer with a flagpole and was arrested. at the end of the demonstration, clashes occurred when police officers wanted to check the identity of a demonstrator who had previously shouted banned slogans. the organizing committee of the demonstration later criticized police violence during the demonstration.;8;5,000-10,000
2023-11-18 00:00:00;2023;November;18;Peaceful;Mitte;Berliner Zeitung;War / Peace;International;Solidarity with Palastine;About 5,000 people, including many women, participated in a pro-palestine protest starting on friedrichstrasse and ending on grosser stern in berlin - mitte (berlin) for solidarity with palestine and respect for human rights and freedom of expression, and against hatred, anti-semitism, israel's actions in the gaza strip and the german government's reluctance to call out what they claim to be israel's war crimes.;8;5,000-10,000
2023-11-17 00:00:00;2023;November;17;Peaceful;Mitte;Berliner Zeitung;Economy;Labor Rights ;ASB / DLRG / DRK / against underfunding of civil protection;Employees of five aid organizations, arbeiter-samariter-bund (asb), deutsche lebensrettungsgesellschaft (dlrg) (german life saving association), deutsches rotes kreuz (drk) (german red cross), johanniter and malteser, protested in front of the house of representatives in berlin - mitte (berlin) against the underfunding of civil protection and disaster control.;3;100-250
2023-11-17 00:00:00;2023;November;17;Peaceful;Mitte;Mitteldeutschen Zeitung;War / Peace;International;Solidarity with Israel;Around 120 people, including federal education minister bettina stark-watzinger (fdp), jewish pianist igor levit, and federal green party leader ricarda lang, participated in a protest at the humboldt-university in berlin - mitte (berlin) called for by fridays for israel (ffi) for the safety of jewish students, and to emphasize the right of existence of israel and show solidarity with jewish people.;3;100-250
2023-11-17 00:00:00;2023;November;17;Peaceful;Mitte;"Berliner Morgenpost; Die Tageszeitung";Human Rights;International;Gesellschaft für bedrohte Völker / Kurdish / No red carpet for the Islamist Erdogan;Around 20 members of the 'gesellschaft fur bedrohte volker (gfbv)' (society for threatened peoples) and the 'syrian kurdish diaspora network in europe e.v.', protested near schloss bellevue in berlin - mitte (berlin) under the motto 'no red carpet for the islamist erdogan' against the visit of turkiye's president erdogan to germany. shortly after, about 50 people participated in a protest in front of the chancellor's office in berlin - mitte (berlin) for the same reasons.;2;50-100
2023-11-17 00:00:00;2023;November;17;Violent;Spandau;Berliner Zeitung;Environment;Police Violence;occupied the office of Thorsten Scholz/treathened security guards/;50 to 80 activists occupied the offices of district councilor thorsten schatz in berlin - spandau (berlin) for about an hour and demanded a change to a decision made by the environmental and nature conservation department. the group entered the building and threatened one of the security guards with a pipe wrench.;2;50-100
2023-11-16 00:00:00;2023;November;16;Peaceful;Mitte;Der Tagesspiegel;Economy;Labor Rights;public services / Ver.di / GEW against poor working conditions;Around 3,000 employees of the public services, including employees of daycare centers, social workers, and educators in youth, health, and social services offices, as well as members of awo, participated in a protest in front of the house of representatives in berlin - mitte (berlin), called for by ver.di and gew against poor working conditions and for higher wages.;7;2,500-5,000
2023-11-16 00:00:00;2023;November;16;Peaceful;Neukolln;Suddeutsche Zeitung;War / Peace;International;Solidarity with Palastine;Around 600 people participated in a pro-palestine protest starting at oranienplatz in berlin - friedrichshain-kreuzberg and ending in berlin - neukolln (berlin) calling for a free palestine.;5;500-1000
2023-11-13 00:00:00;2023;November;13;Peaceful;Charlottenburg-Wilmersdorf;Die Tageszeitung;War / Peace;International;It's Not Complicated / Solidarity with Palastine;80 to 100 students participated in a protest at universitat der kunste in berlin - charlottenburg-wilmersdorf (berlin) under the motto 'it's not complicated' in solidarity with palestine and to draw attention to what they see as german politicians' complicity in the violence against gaza.;2;50-100
2023-11-11 00:00:00;2023;November;11;with Intervention;Friedrichshain-Kreuzberg;"Markische Allgemeine; Mitteldeutschen Zeitung; Rote Fahne";War / Peace;International;Solidarity with Palastine;Around 2,600 (according to the police) people gathered in berlin - friedrichshain-kreuzberg (berlin) for a pro-palestine demonstration. they called for freedom for palestine and spoke of genocide to define israel's military operation in the gaza strip. police officers temporarily arrested some demonstrators for carrying banners that they judged had 'criminal content'.;7;2,500-5,000
