event_date;year;month;day;weekday;mood;district;source;category;class;title;predicted label;score;score;grund truth;description;notes;crowd_size_class;crowd_size;with_vehicles
2024-01-07 00:00:00;2024;1;7;Sun;Peaceful protest;Berlin - Neukolln;Die Tageszeitung;War / Peace;International;Palastine will  be Free / Solidarity with Palastine;Solidarity;;;;approximately 700 individuals staged a protest in Berlin - Neukolln (Berlin), taking part in a car procession consisting of around 230 cars, protesting against the Israeli military campaign in Gaza and expressing solidarity with Palestine under the slogan 'Palestine will be Free.';On 7 January 2024, approximately 700 individuals staged a protest in Berlin - Neukolln (Berlin), taking part in a car procession consisting of around 230 cars, protesting against the Israeli military campaign in Gaza and expressing solidarity with Palestine under the slogan 'Palestine will be Free.';5;700;cars
2023-12-31 00:00:00;2023;12;31;Sun;Peaceful protest;Berlin - Mitte;Indymedia (Germany);Human Rights;Prison/Police;Abolution;Solidarity;;;;about 300 people participated in a protest in front of the prison in Moabit in Berlin - Mitte (Berlin) in solidarity with the prisoners, for the abolishment of prisons and against the repressions of defendants.;On 31 December 2023, about 300 people participated in a protest in front of the prison in Moabit in Berlin - Mitte (Berlin) in solidarity with the prisoners, for the abolishment of prisons and against the repressions of defendants.;4;300;
2023-12-31 00:00:00;2023;12;31;Sun;Peaceful protest;Berlin - Neukolln;Oe24.At;War / Peace;International;No New Years Eve - Solidarity with Palastine / Solidarity with Palastine;Unlabelled;;;;about 2,000 people participated in a pro-Palestine protest in Berlin - Neukolln (Berlin) under the motto 'No New Year's Eve - Solidarity with Palestine'.;On 31 December 2023, about 2,000 people participated in a pro-Palestine protest in Berlin - Neukolln (Berlin) under the motto 'No New Year's Eve - Solidarity with Palestine'.;6;2.000;
2023-12-31 00:00:00;2023;12;31;Sun;Peaceful protest;Berlin - Reinickendorf;Indymedia (Germany);Human Rights;Prison/Police;Abolution;Solidarity;;;;about 60 people participated in a protest in front of the prison in Tegel in Berlin - Reinickendorf (Berlin) in solidarity with the prisoners and for the abolishment of prisons as well as against the repressions of defendants.;On 31 December 2023, about 60 people participated in a protest in front of the prison in Tegel in Berlin - Reinickendorf (Berlin) in solidarity with the prisoners and for the abolishment of prisons as well as against the repressions of defendants.;2;60;
2023-12-30 00:00:00;2023;12;30;Sat;Peaceful protest;Berlin - Charlottenburg-Wilmersdorf;Merkur;War / Peace;International; Solidarity with Palastine;Solidarity;;;;about 500 people participated in a pro-Palestine protest in Berlin - Charlottenburg-Wilmersdorf (Berlin) under the motto 'Solidarity with Palestine'.;On 30 December 2023, about 500 people participated in a pro-Palestine protest in Berlin - Charlottenburg-Wilmersdorf (Berlin) under the motto 'Solidarity with Palestine'.;5;500;
2023-12-29 00:00:00;2023;12;29;Fri;Peaceful protest;Berlin - Mitte;Indymedia (Germany);War / Peace;International; Solidarity with Palastine / Israelis für den frieden;Conflict;;;;up to 100 people, including Israeli immigrants, participated in a protest in Berlin - Mitte (Berlin) close to the foreign ministry called for by the newly found network 'Israelis fur den Frieden' (Israelis for Peace) against the war in Gaza and what they claim to be a genocide, as well as for an immediate ceasefire, for a diplomatic solution and for the exchange of all hostages. The participants were also against German arms deliveries to Israel, against Netanyahu's right-wing government and the illegal occupation and settlement policy.;On 29 December 2023, up to 100 people, including Israeli immigrants, participated in a protest in Berlin - Mitte (Berlin) close to the foreign ministry called for by the newly found network 'Israelis fur den Frieden' (Israelis for Peace) against the war in Gaza and what they claim to be a genocide, as well as for an immediate ceasefire, for a diplomatic solution and for the exchange of all hostages. The participants were also against German arms deliveries to Israel, against Netanyahu's right-wing government and the illegal occupation and settlement policy.;3;100;
2023-12-23 00:00:00;2023;12;23;Sat;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;Der Tagesspiegel;War / Peace;International; Solidarity with Palastine;Solidarity;;;;around 2,000 people protested in Berlin - Friedrichshain-Kreuzberg (Berlin), demonstrating solidarity with Palestine, condemning the bombing of Gaza, and advocating for an end to the conflict in the Middle East, marching from Hallesches Tor in Kreuzberg to the Brandenburg Gate.;On 23 December 2023, around 2,000 people protested in Berlin - Friedrichshain-Kreuzberg (Berlin), demonstrating solidarity with Palestine, condemning the bombing of Gaza, and advocating for an end to the conflict in the Middle East, marching from Hallesches Tor in Kreuzberg to the Brandenburg Gate.;6;2.000;
2023-12-20 00:00:00;2023;12;20;Wed;Peaceful protest;Berlin - Charlottenburg-Wilmersdorf;"Berliner Morgenpost; Berliner Zeitung; Mitteldeutschen Zeitung; Rheinische Post";War / Peace;International; Solidarity with Palastine;Conflict;;;;around 100 individuals, including Palestinian, Jewish, and allied students, staged a protest at the University of the Arts in Berlin - Charlottenburg-Wilmersdorf (Berlin), criticizing the universities' handling of the Gaza conflict, demanding solidarity and advocating for Palestinian rights while condemning what they perceive as biased narratives and censorship by universities regarding the conflict in the Gaza Strip.;On 20 December 2023, around 100 individuals, including Palestinian, Jewish, and allied students, staged a protest at the University of the Arts in Berlin - Charlottenburg-Wilmersdorf (Berlin), criticizing the universities' handling of the Gaza conflict, demanding solidarity and advocating for Palestinian rights while condemning what they perceive as biased narratives and censorship by universities regarding the conflict in the Gaza Strip.;3;100;
2023-12-20 00:00:00;2023;12;20;Wed;Peaceful protest;Berlin - Tempelhof-Schoneberg;Die Tageszeitung;Local;Housing;rent increase / tenants;Housing;;;;tenants' representatives from Berlin's municipal housing companies staged a protest in Berlin in Bulowstreet-Ost (Berlin - Tempelhof-Schoneberg, Berlin), protesting against rent increases following the termination of social commitments, emphasizing the impact on tenants due to heightened rents.;On 20 December 2023, tenants' representatives from Berlin's municipal housing companies staged a protest in Berlin in Bulowstreet-Ost (Berlin - Tempelhof-Schoneberg, Berlin), protesting against rent increases following the termination of social commitments, emphasizing the impact on tenants due to heightened rents.;3;200;
2023-12-19 00:00:00;2023;12;19;Tue;Peaceful protest;Berlin - Mitte;Berliner Zeitung;War / Peace;International; Solidarity with Palastine;Conflict;;;;about 300 activists gathered for a pro-Palestine rally at the main train station in Berlin - Mitte (Berlin), condemning the Israeli occupation.;On 19 December 2023, about 300 activists gathered for a pro-Palestine rally at the main train station in Berlin - Mitte (Berlin), condemning the Israeli occupation.;4;300;
2023-12-18 00:00:00;2023;12;18;Mon;Peaceful protest;Berlin - Mitte;Norddeutscher Rundfunk;Environment;Agriculture; Farmers / Goverment ;Agriculture;;;;8-10 thousand farmers gathered for a rally in Berlin - Mitte (Berlin), protesting against the proposed reduction of tax bonuses for agricultural fuel. Associations of farmers organized gatherings and rides also at numerous other locations across the country.;On 18 December 2023, 8-10 thousand farmers gathered for a rally in Berlin - Mitte (Berlin), protesting against the proposed reduction of tax bonuses for agricultural fuel. Associations of farmers organized gatherings and rides also at numerous other locations across the country.;8;9.000;
2023-12-17 00:00:00;2023;12;17;Sun;Peaceful protest;Berlin - Neukolln;Der Tagesspiegel;War / Peace;International; Solidarity with Palastine;Solidarity;;;;about 750 activists in 500 cars demonstratively rode through Berlin - Neukolln (Berlin), demanding freedom for Palestine.;On 17 December 2023, about 750 activists in 500 cars demonstratively rode through Berlin - Neukolln (Berlin), demanding freedom for Palestine.;5;750;cars
2023-12-16 00:00:00;2023;12;16;Sat;Peaceful protest;Berlin - Mitte;Berliner Zeitung;Environment;Anthropocene;Climate action;Climate;;;;activists gathered for a rally in Berlin - Mitte (Berlin), demanding immediate climate action.;On 16 December 2023, activists gathered for a rally in Berlin - Mitte (Berlin), demanding immediate climate action.;3;200;
2023-12-15 00:00:00;2023;12;15;Fri;Peaceful protest;Berlin - Neukolln;Die Tageszeitung;Local;Education;more teachers;Education;;;;about 50 parents and students gathered near their school in Berlin - Neukolln (Berlin), demanding better conditions for studies and learning, especially more teachers.;On 15 December 2023, about 50 parents and students gathered near their school in Berlin - Neukolln (Berlin), demanding better conditions for studies and learning, especially more teachers.;2;50;
